year	year_id	team_id	team_name	jersey_number	player_id	player_name	player_url	class_year	games_played	games_started
2016	12380	929	Adams St.	18	1639186.0	Long, Colton	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1639186.0	So	3	0
2016	12380	929	Adams St.	24	1773110.0	MacFarlane, Emmitt	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1773110.0	Fr	13	12
2016	12380	929	Adams St.	38		Martinez, Dominic		So	0	0
2016	12380	929	Adams St.	40	1442550.0	Morrison, Richard	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1442550.0	Sr	4	4
2016	12380	929	Adams St.	34	1773128.0	Osbourne, Morgan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1773128.0	Fr	12	0
2016	12380	929	Adams St.	21	1639174.0	Prather, Alex	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1639174.0	So	14	8
2016	12380	929	Adams St.	15	1639192.0	Quatrochi, Joe	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1639192.0	So	14	12
2016	12380	929	Adams St.	20	1773108.0	Stowell, Seth	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1773108.0	Sr	12	6
2016	12380	929	Adams St.	31		Strong, Bradly		Fr	0	0
2016	12380	929	Adams St.	1	1773102.0	Sullivan, Reece	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1773102.0	Jr	14	14
2016	12380	929	Adams St.	2	1773103.0	Wallace, Dylan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1773103.0	Fr	11	0
2016	12380	929	Adams St.	9	1780942.0	Wiggins, Taylor	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1780942.0	N/A	7	1
2016	12380	3	Adelphi	24	1771526.0	Andrejack, Mark	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1771526.0	Fr	13	0
2016	12380	3	Adelphi	32	1529574.0	Artus, Will	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1529574.0	Jr	4	0
2016	12380	3	Adelphi	6	1529566.0	Badaracco, Nicholas	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1529566.0	Jr	7	0
2016	12380	3	Adelphi	29	1446853.0	Beckwith, Stephen	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1446853.0	Sr	7	0
2016	12380	3	Adelphi	14	1663627.0	Bentz, Paul	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1663627.0	Jr	17	0
2016	12380	3	Adelphi	13	1663626.0	Catalano, Greg	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1663626.0	Sr	10	3
2016	12380	3	Adelphi	17	1663630.0	Catalanotti, Joseph	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1663630.0	Sr	17	16
2016	12380	3	Adelphi	8	1446850.0	Cropsey, Kyle	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1446850.0	Sr	8	0
2016	12380	3	Adelphi	4	1666519.0	Cunningham, Gerard	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1666519.0	Jr	16	5
2016	12380	3	Adelphi	41	1663634.0	Cuttitta, Louis	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1663634.0	So	11	0
2016	12380	3	Adelphi	10	1663624.0	DeLuca, Anthony	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1663624.0	Sr	15	1
2016	12380	3	Adelphi	12	1771536.0	Deboer, Shane	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1771536.0	Jr	17	0
2016	12380	3	Adelphi	31	1663631.0	Dluginski, Matthew	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1663631.0	So	7	0
2016	12380	3	Adelphi	16	1663629.0	English, John	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1663629.0	Sr	17	17
2016	12380	3	Adelphi	2	1771537.0	Frost, Ryland	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1771537.0	Fr	5	0
2016	12380	3	Adelphi	35	1771538.0	Gendusa, Matt	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1771538.0	So	5	0
2016	12380	3	Adelphi	22	1445580.0	Giardina, Joe	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1445580.0	Sr	17	16
2016	12380	3	Adelphi	11	1663625.0	Gomes, Anthony	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1663625.0	Sr	17	12
2016	12380	3	Adelphi	43	1557717.0	Goodwin, Brandon	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1557717.0	So	0	0
2016	12380	3	Adelphi	15	1663628.0	Locicero, Michael	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1663628.0	Jr	17	0
2016	12380	3	Adelphi	27	1771539.0	Lopez, Chris	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1771539.0	Jr	9	0
2016	12380	3	Adelphi	1	1771540.0	McDougal, Brendan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1771540.0	Fr	7	0
2016	12380	3	Adelphi	0	1303352.0	McGrath, John	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1303352.0	Sr	17	17
2016	12380	3	Adelphi	25	1446852.0	Moritt, Bryan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1446852.0	Sr	13	7
2016	12380	3	Adelphi	55	1771542.0	Niechcial, Mark	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1771542.0	Jr	3	0
2016	12380	3	Adelphi	45	1771543.0	Nuckel, Tom	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1771543.0	Sr	16	0
2016	12380	3	Adelphi	33	1771544.0	Osmundsen, Michael	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1771544.0	Fr	17	0
2016	12380	3	Adelphi	36	1771545.0	Papach, Michael	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1771545.0	Fr	5	0
2016	12380	3	Adelphi	9	1771546.0	Purdie, Jr., Gordon	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1771546.0	Fr	17	16
2016	12380	3	Adelphi	7	1663623.0	Racalbuto, Chris	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1663623.0	Jr	17	0
2016	12380	3	Adelphi	5	1771547.0	Salvadori, Alec	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1771547.0	Jr	8	6
2016	12380	3	Adelphi	26	1446859.0	Savino, Michael	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1446859.0	Sr	11	2
2016	12380	3	Adelphi	37	1771548.0	Scalise, Justin	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1771548.0	Fr	3	0
2016	12380	3	Adelphi	34	1663632.0	Schlosser, Alex	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1663632.0	So	3	0
2016	12380	3	Adelphi	39	1771549.0	Schmelzinger, Matt	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1771549.0	So	8	0
2016	12380	3	Adelphi	21	1446851.0	Spitzer, Luke	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1446851.0	Sr	17	17
2016	12380	3	Adelphi	46	1445583.0	Stavis, Cory	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1445583.0	Sr	17	16
2016	12380	3	Adelphi	3	1771550.0	Thomann, Jack	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1771550.0	Fr	7	1
2016	12380	3	Adelphi	23	1445576.0	Tuttle, Salvatore	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1445576.0	Sr	17	17
2016	12380	3	Adelphi	40	1663633.0	Wahl, Travis	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1663633.0	Sr	14	1
2016	12380	10	Ala.-Huntsville	10	1762685.0	Aden, Dylan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1762685.0	Fr	8	0
2016	12380	10	Ala.-Huntsville	19	1762693.0	Bishop, Jack	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1762693.0	Fr	11	0
2016	12380	10	Ala.-Huntsville	20	1762694.0	Bowman, Dakota	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1762694.0	Fr	8	2
2016	12380	10	Ala.-Huntsville	9	1762684.0	Coppinger, Kevin	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1762684.0	Fr	11	11
2016	12380	10	Ala.-Huntsville	22	1762695.0	Cox, James	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1762695.0	Fr	11	8
2016	12380	10	Ala.-Huntsville	3	1762680.0	Currie, Isaiah	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1762680.0	So	10	1
2016	12380	10	Ala.-Huntsville	31	1762699.0	D'Amico, Mattie	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1762699.0	Fr	10	1
2016	12380	10	Ala.-Huntsville	13	1762687.0	DeValliere, Ian	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1762687.0	Fr	0	0
2016	12380	10	Ala.-Huntsville	16	1762691.0	Finley, Colin	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1762691.0	Fr	2	0
2016	12380	10	Ala.-Huntsville	6	1762682.0	Forest Ruble, John	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1762682.0	Fr	11	3
2016	12380	10	Ala.-Huntsville	11	1762686.0	Lane, Parker	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1762686.0	Fr	9	9
2016	12380	10	Ala.-Huntsville	1	1762678.0	Leirvik, Aaron	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1762678.0	Fr	6	1
2016	12380	10	Ala.-Huntsville	44	1762701.0	McNeil, Michl	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1762701.0	Jr	10	10
2016	12380	10	Ala.-Huntsville	88	1762702.0	McRae, Ryan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1762702.0	Fr	11	11
2016	12380	10	Ala.-Huntsville	23	1762696.0	Nall, Colton	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1762696.0	Fr	10	10
2016	12380	10	Ala.-Huntsville	7	1762683.0	Pauley, Cole	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1762683.0	Fr	3	0
2016	12380	10	Ala.-Huntsville	2	1762679.0	Shelton, Nicolas	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1762679.0	Fr	0	0
2016	12380	10	Ala.-Huntsville	15	1762690.0	Siersma, Bryan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1762690.0	So	10	2
2016	12380	10	Ala.-Huntsville	14	1762689.0	Snyder, Preston	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1762689.0	Fr	11	11
2016	12380	10	Ala.-Huntsville	5	1762681.0	Tinney, Conner	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1762681.0	Fr	11	9
2016	12380	10	Ala.-Huntsville	27	1762698.0	Ward, Quincy	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1762698.0	Fr	11	7
2016	12380	10	Ala.-Huntsville	17	1762692.0	Wilcox, Collin	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1762692.0	Fr	9	6
2016	12380	10	Ala.-Huntsville	25	1762697.0	Williams, Keith	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1762697.0	Fr	1	0
2016	12380	10	Ala.-Huntsville	34	1762700.0	Wilson, Daniel	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1762700.0	Fr	10	8
2016	12380	934	Alderson Broaddus	0	1537736.0	Abrams, Connar	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1537736.0	Jr	15	0
2016	12380	934	Alderson Broaddus	43	1769972.0	Alazraki, Dan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1769972.0	N/A	15	14
2016	12380	934	Alderson Broaddus	9	1769960.0	Amato, Matthew	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1769960.0	N/A	7	0
2016	12380	934	Alderson Broaddus	24		Averys, Jacob		Jr	0	0
2016	12380	934	Alderson Broaddus	40	1776318.0	Balon, Alec	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1776318.0	N/A	3	0
2016	12380	934	Alderson Broaddus	26	1777757.0	Barr, Ottie	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1777757.0	N/A	4	0
2016	12380	934	Alderson Broaddus	34	1769971.0	Baythorpe, Joe	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1769971.0	N/A	7	0
2016	12380	934	Alderson Broaddus	21	1769966.0	Briscoe, Skylar	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1769966.0	N/A	14	5
2016	12380	934	Alderson Broaddus	24	1769967.0	Carr, Jonathan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1769967.0	N/A	10	1
2016	12380	934	Alderson Broaddus	29	1769969.0	Carr, Nicholas	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1769969.0	N/A	7	1
2016	12380	934	Alderson Broaddus	20	1769965.0	Carta, Ben	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1769965.0	N/A	4	4
2016	12380	934	Alderson Broaddus	31	1670483.0	Chadwell, Hayden	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1670483.0	Fr	0	0
2016	12380	934	Alderson Broaddus	28	1769968.0	Clarkin, Christian	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1769968.0	N/A	13	0
2016	12380	934	Alderson Broaddus	23	1552650.0	Coburn, Kobey	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1552650.0	So	7	1
2016	12380	934	Alderson Broaddus	14	1769962.0	Collins, Joseph	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1769962.0	N/A	15	12
2016	12380	934	Alderson Broaddus	12	1666382.0	Cross, Evens	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1666382.0	Fr	0	0
2016	12380	934	Alderson Broaddus	30	1426761.0	D'Auria, Anthony	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1426761.0	Sr	7	1
2016	12380	934	Alderson Broaddus	10	1783666.0	Davis, Adam	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1783666.0	N/A	1	0
2016	12380	934	Alderson Broaddus	17	1426752.0	Davis, Eric	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1426752.0	Sr	0	0
2016	12380	934	Alderson Broaddus	12	1426747.0	Eade, Kirk	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1426747.0	Sr	0	0
2016	12380	934	Alderson Broaddus	16	1776317.0	Fields, Quaseem	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1776317.0	N/A	4	0
2016	12380	934	Alderson Broaddus	11	1426746.0	Fleckenstein, Jacob	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1426746.0	Sr	15	10
2016	12380	934	Alderson Broaddus	15	1426750.0	Fox, Andrew	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1426750.0	Sr	5	1
2016	12380	934	Alderson Broaddus	18	1537738.0	Freeland, Jacob	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1537738.0	Sr	0	0
2016	12380	934	Alderson Broaddus	45	1426763.0	Gallagher, Danny	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1426763.0	Sr	15	0
2016	12380	934	Alderson Broaddus	4	1426739.0	Gray, Josh	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1426739.0	Sr	0	0
2016	12380	934	Alderson Broaddus	6	1426741.0	Hall, Damian	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1426741.0	Sr	8	2
2016	12380	934	Alderson Broaddus	13	1670076.0	Hamilton, William	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1670076.0	Fr	0	0
2016	12380	934	Alderson Broaddus	26	1537739.0	Hicks, Joel	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1537739.0	Jr	14	13
2016	12380	934	Alderson Broaddus	13		Hunter, Kaelin		Jr	0	0
2016	12380	934	Alderson Broaddus	17	1769963.0	Indemaio, Andrew	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1769963.0	N/A	15	1
2016	12380	934	Alderson Broaddus	41	1426762.0	Jakell, Josh	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1426762.0	Sr	14	3
2016	12380	934	Alderson Broaddus	21	1666383.0	Jurvelin, Ryan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1666383.0	Fr	0	0
2016	12380	934	Alderson Broaddus	33	1769970.0	King, Mike	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1769970.0	N/A	15	9
2016	12380	934	Alderson Broaddus	3	1537741.0	Kuhn, Joeseph	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1537741.0	Jr	7	0
2016	12380	934	Alderson Broaddus	27	1537742.0	Lipar, Steven	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1537742.0	Jr	0	0
2016	12380	934	Alderson Broaddus	77	1666385.0	Look, Jordan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1666385.0	Fr	0	0
2016	12380	934	Alderson Broaddus	14	1426749.0	McCullough, Josh	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1426749.0	Sr	0	0
2016	12380	934	Alderson Broaddus	8	1666381.0	Morgan, Devaunte	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1666381.0	Fr	14	14
2016	12380	934	Alderson Broaddus	4	1666379.0	Moriarty, Dom	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1666379.0	Fr	15	14
2016	12380	934	Alderson Broaddus	18	1769964.0	Pezzella, Matthew	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1769964.0	N/A	5	0
2016	12380	934	Alderson Broaddus	24	1666384.0	Pukki, Chris	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1666384.0	Fr	0	0
2016	12380	934	Alderson Broaddus	7	1769959.0	Randall, Kyle	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1769959.0	N/A	3	0
2016	12380	934	Alderson Broaddus	22	1537743.0	Ravenell, Joseph	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1537743.0	Sr	13	0
2016	12380	934	Alderson Broaddus	2	1426737.0	Richardson, Shannon	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1426737.0	Sr	5	0
2016	12380	934	Alderson Broaddus	9	1537744.0	Sager, Isaiah	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1537744.0	Sr	0	0
2016	12380	934	Alderson Broaddus	39	1777758.0	Smith, Adam	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1777758.0	N/A	2	0
2016	12380	934	Alderson Broaddus	16	1426751.0	Stan, Lucas	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1426751.0	Sr	0	0
2016	12380	934	Alderson Broaddus	91	1769974.0	Stefanski, Jay	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1769974.0	N/A	6	0
2016	12380	934	Alderson Broaddus	55	1769973.0	Stone, Dustin	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1769973.0	N/A	15	13
2016	12380	934	Alderson Broaddus	28	1426756.0	Sturdivant, James	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1426756.0	Sr	0	0
2016	12380	934	Alderson Broaddus	13	1769961.0	Varela, Joseph	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1769961.0	N/A	8	1
2016	12380	934	Alderson Broaddus	1	1671942.0	Weddell, Jake	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1671942.0	Fr	15	9
2016	12380	934	Alderson Broaddus	37	1537745.0	Williams, Nicholas	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1537745.0	Jr	15	0
2016	12380	934	Alderson Broaddus	5	1666380.0	Worley, Jesse	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1666380.0	Fr	15	13
2016	12380	934	Alderson Broaddus	44	1537746.0	Yonge, Keir	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1537746.0	Jr	15	8
2016	12380	22	American Int'l	8	1774532.0	Akers, Cam	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1774532.0	N/A	4	0
2016	12380	22	American Int'l	41	1553453.0	Allen, Luke	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1553453.0	Jr	11	8
2016	12380	22	American Int'l	9	1782487.0	Bombardier, Lucas	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1782487.0	N/A	10	2
2016	12380	22	American Int'l	7	1774531.0	Brown, Andrew	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1774531.0	N/A	9	1
2016	12380	22	American Int'l	5	1774530.0	Ceasar, Quinn	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1774530.0	N/A	15	3
2016	12380	22	American Int'l	3	1774529.0	Cooney, Hunter	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1774529.0	N/A	15	14
2016	12380	22	American Int'l	5	1432003.0	DeJesus, Dominick	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1432003.0	Sr	0	0
2016	12380	22	American Int'l	18	1432005.0	Gagnon, Josh	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1432005.0	Sr	15	15
2016	12380	22	American Int'l	22	1778260.0	Gingras, Andrew	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1778260.0	N/A	13	6
2016	12380	22	American Int'l	2	1663621.0	Harold, Sal	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1663621.0	So	0	0
2016	12380	22	American Int'l	10	1663617.0	Larkin, Colton	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1663617.0	So	15	7
